filename,activity_name,location,reference_product,reference_product_unit,traci_acidification,traci_climate_change,traci_ecotoxicity_freshwater,traci_eutrophication,traci_human_toxicity_carcinogenic,traci_human_toxicity_non-carcinogenic,traci_ozone_depletion,traci_particulate_matter_formation,traci_photochemical_oxidant_formation,traci_units,cost_per_unit,cost_source
82416f32-7315-51a0-837a-d1289bdbac89_609fae33-2e89-4b99-8129-b1f80a6dda33.spold,"market for natural gas, low pressure",US,"natural gas, low pressure",m3,0.001159196133763271,0.2755410062981588,4.387130163961798,0.0006465891855739935,2.842791667470514e-7,4.479707583508817e-8,7.389141378326907e-9,0.00018635195510233583,0.036390339176949844,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
8242c401-f6a4-58a5-bb9c-c9ec6f0f3df1_66c93e71-f32b-4591-901c-55395db5c132.spold,"electricity production, wind, 1-3MW turbine, offshore",PT,"electricity, high voltage",kWh,6.764871537706931e-5,0.011406799904781693,2.472078907352903,5.3819046693050564e-5,8.595974600580485e-8,3.37903460834774e-8,2.0724826772531942e-10,2.9723872016561898e-5,0.0013871234660081046,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824314e7-9123-58cb-8e22-a0cf2725d493_d69294d7-8d64-4915-a896-9996a014c410.spold,electricity voltage transformation from medium to low voltage,BY,"electricity, low voltage",kWh,0.0008333303714154392,0.9023387231849254,2.0031380662280123,0.00026768780790830716,3.9058428703614416e-8,7.484417457719194e-8,8.383464761536317e-9,0.00010985123412045363,0.030557432056014345,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
82467bdd-7717-579f-9a5b-77179cc5ac8a_66c93e71-f32b-4591-901c-55395db5c132.spold,"electricity, high voltage, import from CN-NWG",CN-ECGC,"electricity, high voltage",kWh,0.0026645339767125274,1.290229188446936,5.450651856548586,0.004410192474412424,2.622379330679664e-7,4.1252867113503563e-7,8.216202487746309e-10,0.0005150543186825071,0.09507983810672771,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824afa0d-789f-5903-8640-901351ef0ad7_2d180269-4aff-42c5-b606-7efa1e580732.spold,"market for operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s",GLO,"operation, computer, laptop, 68% active work with internet access 0.2 Mbit/s",hour,0.00020910657259794877,0.05296862205498338,3.025029927747955,0.0002644058717517726,1.3305898411748037e-8,6.103065472725051e-8,1.3137943424210288e-9,5.98424022237164e-5,0.0039820307779311215,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824b761b-51d2-5565-844d-8066be06ac54_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold,"market for natural gas, high pressure",CO,"natural gas, high pressure",m3,0.0006372871040282897,0.3197608644875248,1.9771955020048997,0.0001612316946206364,1.512916366629812e-7,3.0861297285514113e-8,2.1680338843014337e-8,9.55686611729944e-5,0.015808518655171355,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824ebbaf-d0d0-57f6-ae14-d4f719a4dfcc_7cb72345-4338-4f2d-830f-65bba3530fdb.spold,wheat bran to generic market for energy feed,RoW,"energy feed, gross",MJ,0.00018913038442513916,0.025427186187849515,0.3112119170940394,0.00017980441846603663,2.2290341101755364e-9,1.798450522712838e-8,1.9629905452863747e-10,1.914230987294576e-5,0.002148050518360064,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824ebbaf-d0d0-57f6-ae14-d4f719a4dfcc_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold,wheat bran to generic market for energy feed,RoW,"protein feed, 100% crude",kg,0.010077981039733582,1.1638924474729397,9.658244107491894,0.013144656401203292,9.264042078120417e-8,2.647642963399902e-7,1.7075063154960207e-8,0.00040735997929016566,0.0868140203343238,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824f057d-c60a-5b23-ae0d-c3fef935cb2e_06b8d05b-e1e6-427b-929c-bb55e84e7c08.spold,"ammonia production, steam reforming, liquid",RoW,"ammonia, anhydrous, liquid",kg,0.003445667511359187,2.2800127493538596,14.70740828925701,0.0020284848461680272,1.764228565838781e-7,2.1469657710724862e-7,5.911467171808524e-8,0.0001954736572609007,0.03888709139332615,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
824f057d-c60a-5b23-ae0d-c3fef935cb2e_bd20be8e-9b7a-4391-980f-4ecf8f2867be.spold,"ammonia production, steam reforming, liquid",RoW,"steam, in chemical industry",kg,0.00020086698520621382,0.12963458297719455,0.7100159141515452,4.4598262614854886e-5,1.73065574012948e-8,1.3478304793300907e-8,1.7480723588248199e-9,1.4631573492646615e-5,0.002605249966010178,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
