filename,activity_name,location,reference_product,reference_product_unit,traci_acidification,traci_climate_change,traci_ecotoxicity_freshwater,traci_eutrophication,traci_human_toxicity_carcinogenic,traci_human_toxicity_non-carcinogenic,traci_ozone_depletion,traci_particulate_matter_formation,traci_photochemical_oxidant_formation,traci_units,cost_per_unit,cost_source
greet2_2025_rubber_styrene_butadiene_rubber_us_r64_cb_full_technosphere,styrene-butadiene rubber (SBR),US,styrene-butadiene rubber,kg,0.00496369,2.80309,0,0.000186212,0,0,0,0.000620876,0.124961,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_rubber_final_average_rubber_product_combined_us_r64_ci_full_technosphere,"rubber product, average",US,rubber,kg,0.0055095,3.32498,0,0.000212947,0,0,0,0.000673574,0.140459,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_glass_glass_final_flat_glass_product_us_r70_ch_full_technosphere,flat glass,US,flat glass,kg,0.0017816,1.04878,0,7.50108e-05,0,0,0,0.000131874,0.0427407,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_glass_glass_final_automotive_glass_product_us_r70_cj_full_technosphere,automotive glass,US,automotive glass,kg,0.00218646,1.46051,0,9.95197e-05,0,0,0,0.000166668,0.0569022,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_cement_concrete_cement_product_combined_emissions_u_s_national_average_us_r92_cj_full_technosphere,"cement, US national average",US,cement,kg,0.0011611,0.851432,0,5.48907e-05,0,0,0,0.000190423,0.0311731,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_cement_concrete_ready_mix_concrete_from_u_s_national_average_cement_delivered_us_r125_cj_full_technosphere,"ready-mix concrete, delivered",US,concrete,kg,0.000133586,0.0856751,0,6.43073e-06,0,0,0,4.27174e-05,0.00387226,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_battery_sum_electronic_parts_us_r572_ct_full_technosphere,electronic parts (e.g. battery management system),US,electronic parts,kg,0.0207507,19.6206,0,0.000913362,0,0,0,0.00208063,0.527264,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_wind_turbine_wind_power_aggregated_us_r156_cd_full_technosphere,electricity from wind power (aggregated),US,"electricity, wind",MJ,7.85127e-06,0.00265503,0,1.45283e-07,0,0,0,1.22086e-06,8.84153e-05,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_anode_natural_graphite_coating_us_r142_cx_full_technosphere,"natural graphite, coated spherical, cradle to gate (mining to coating)",US,"natural graphite, coated",kg,0.0140883,7.74733,0,0.000426473,0,0,0,0.00134249,0.242775,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_mat_sum_virgin_aluminum_foil_non_automotive_us_r45_cr_full_technosphere,"aluminium foil, from primary (virgin) aluminium",US,aluminium foil,kg,0.0500154,14.4482,0,0.000643862,0,0,0,0.0065513,0.370482,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet2_2025_mat_sum_average_aluminum_foil_non_automotive_us_r45_cu_full_technosphere,"aluminium foil, US average mix (20% virgin, 23% recycled, 57% scrap-based)",US,aluminium foil,kg,0.0125121,4.40226,0,0.000218106,0,0,0,0.00181409,0.127145,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_us_mix,"electricity, grid mix at user site, US average",US,electricity,kWh,0.00042899,0.392645,0,1.58806e-05,0,0,0,4.02869e-05,0.00916165,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_cn,"electricity, grid mix at user site, China",CN,electricity,kWh,0.00102736,0.693274,0,2.31184e-05,0,0,0,0.000105472,0.0131875,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_kr,"electricity, grid mix at user site, South Korea",KR,electricity,kWh,0.000784125,0.561447,0,2.15981e-05,0,0,0,7.73986e-05,0.012365,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_jp,"electricity, grid mix at user site, Japan",JP,electricity,kWh,0.00094099,0.586455,0,2.94183e-05,0,0,0,8.79927e-05,0.0168074,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_eu,"electricity, grid mix at user site, Europe",RER,electricity,kWh,0.000515095,0.351707,0,1.48045e-05,0,0,0,5.10753e-05,0.00848468,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_de,"electricity, grid mix at user site, Germany",DE,electricity,kWh,0.000622546,0.370732,0,1.72416e-05,0,0,0,6.15196e-05,0.00985013,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_fr,"electricity, grid mix at user site, France",FR,electricity,kWh,0.000116723,0.0557951,0,4.28605e-06,0,0,0,1.02409e-05,0.00244594,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_pl,"electricity, grid mix at user site, Poland",PL,electricity,kWh,0.0012564,0.809897,0,3.01328e-05,0,0,0,0.000127008,0.0171858,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_ca,"electricity, grid mix at user site, Canada",CA,electricity,kWh,0.000181588,0.119755,0,6.19701e-06,0,0,0,1.67943e-05,0.00354983,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_mx,"electricity, grid mix at user site, Mexico",MX,electricity,kWh,0.000780073,0.444772,0,3.20882e-05,0,0,0,6.37325e-05,0.0183349,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_us_wecc,"electricity, grid mix at user site, US, WECC region",US-WECC,electricity,kWh,0.000421175,0.312689,0,1.48332e-05,0,0,0,4.02836e-05,0.00853499,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_us_serc,"electricity, grid mix at user site, US, SERC region",US-SERC,electricity,kWh,0.000800386,0.441014,0,2.59864e-05,0,0,0,7.79819e-05,0.0148921,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_au,"electricity, grid mix at user site, Australia",AU,electricity,kWh,0.0010714,0.731084,0,2.76129e-05,0,0,0,0.000106594,0.0157752,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_cl,"electricity, grid mix at user site, Chile",CL,electricity,kWh,0.000851368,0.487272,0,2.41153e-05,0,0,0,8.14485e-05,0.0137427,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_ar,"electricity, grid mix at user site, Argentina",AR,electricity,kWh,0.000489456,0.363258,0,2.21274e-05,0,0,0,4.02252e-05,0.012711,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_id,"electricity, grid mix at user site, Indonesia",ID,electricity,kWh,0.00133723,0.852746,0,3.39868e-05,0,0,0,0.000132901,0.0193868,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_in,"electricity, grid mix at user site, India",IN,electricity,kWh,0.00119593,0.801438,0,2.71139e-05,0,0,0,0.000122426,0.015464,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
greet1_2025_electricity_glo,"electricity, grid mix at user site, world average",GLO,electricity,kWh,0.000830179,0.538557,0,2.33258e-05,0,0,0,8.03652e-05,0.0133222,kg SO2-Eq;kg CO2-Eq;CTUe;kg N-Eq;CTUh;CTUh;kg CFC-11-Eq;kg PM2.5-Eq;kg O3-Eq,,
